"b_alt1","b_alt2","b_wald_","b_wald2","b_groeHalf","b_prei_","b_FoUnt_","b_ConSh_","b_HaAge_","b_IncXFoUnt_","b_NatDayXFoUnt_","logLike"
0,0,0,0,0,0,0,0,0,0,0,-12527.4759276825
0,0,0,0,0,0,0,0,0,0,0,-12527.4759276825
-4.4269568e-08,-3.7093376e-08,-4.16804838708773e-06,-0.000290112611098888,-7.1467008e-08,-7.81254656e-06,-7.62511360000001e-08,-1.04136704e-07,-7.82827520000001e-08,-5.8054706108919e-09,1.29079281452249e-08,-11664.1144943417
-6.3893405458785e-05,-4.14645243106408e-05,-0.00139360570378794,-0.000112959220094283,-8.30371933530246e-05,-0.0143747715842944,-8.588705541995e-05,-0.00019117035189292,-7.83813566419966e-05,-1.86534657182624e-05,5.15015909413591e-05,-11385.1067880321
-0.00118886707231284,0.0010699027838325,-0.029008678822013,0.000216146272181901,0.00214300687060391,-0.0121440422371452,0.00412045939032033,-0.011050244386966,0.00549622122078648,-0.00237823533247377,0.00568108825742468,-11372.6950499678
-0.0158426038964769,0.0616809217395373,-0.0293590333861723,0.000193796696312294,0.130210523645935,-0.0141865275101574,0.168570988036134,-0.290786883383871,0.210715945265853,-0.0667160430955269,0.170718017949434,-11298.2728491725
-0.0188597875824682,0.0811807141463462,-0.0305503908368523,0.000201964712868793,0.165108465421406,-0.0146821710189208,0.218644421317511,-0.3789523446272,0.269762135872467,-0.0340515269266576,0.146085847966283,-11218.0533116085
-0.0169963706599436,0.0881294677023085,-0.0298011421632697,0.000192892822138678,0.166739013691281,-0.0148060806980094,0.238876431799448,-0.410587219414145,0.277813809538079,-0.0585918467902872,0.117987328455187,-11202.2018873922
-0.000946360149492554,0.101144339476473,-0.0244825775320923,0.00013505905176663,0.125837154827509,-0.0147101169463572,0.282614514082676,-0.461473876404219,0.237856178309217,-0.0552437490579173,0.118052717622782,-11188.2503178904
0.0710990611718295,0.205597369940025,-0.0312824090926279,0.000205332425214374,0.107131624986363,-0.0151854318951733,0.327843996879303,-0.440104091425996,0.237632477391862,-0.0545986177168316,0.116982688409321,-11181.9060180314
0.343958771037314,0.453278096847748,-0.0366808964659049,0.000257851453486171,0.0392907491282094,-0.015624862099723,0.281123723692584,-0.478653066534668,0.254749610111688,-0.0550218629960816,0.118968198118221,-11166.3115176457
0.3927353940804,0.507829482098033,-0.0383954983097396,0.000276522179988403,0.056173177273391,-0.0155787931961023,0.26778621673094,-0.491604154088049,0.232581312381836,-0.0551048712979624,0.119188584239637,-11162.2018820461
0.342724513689076,0.564996957728036,-0.0353568778075536,0.000244561953623056,0.0355348299018688,-0.0152762792014776,0.238020233937976,-0.504272553755554,0.229569104486477,-0.0550011298532683,0.119207988960135,-11161.7314489033
0.205403009898758,0.215442673485924,-0.0224048520408392,8.33075799520388e-05,0.00347563882596775,-0.00490635024673531,0.239968073657662,-0.364516871551002,0.0606039989086501,0.0442403386449224,-0.0545617950516718,-10956.3554398043
0.305333734065569,0.377418633147679,-0.0257121597612719,0.000129068359477394,0.0353851298312504,-0.00933155685589336,0.185861240513497,-0.393366519981795,0.140624923862456,-0.0117493373327798,0.0369620007173009,-10784.0638290978
0.241020840018845,0.297746507325382,-0.0238960810035497,0.000114515322871453,0.0336249875619112,-0.00868606054243,0.20741899364942,-0.371860935331755,0.128771160600355,-0.00696957880644649,0.0300563018810225,-10778.3143313895
0.242941944540818,0.30214242392589,-0.0240353759009659,0.000117304688763949,0.032470311043985,-0.00860543808976503,0.208103723752407,-0.373586145799811,0.127411841302237,-0.00616739694931675,0.0288970615709428,-10778.2159953789
0.241884501940666,0.299839582644508,-0.0240184488717769,0.000117104377387504,0.0328441091993713,-0.00861603663879965,0.20851902086947,-0.372516376218166,0.127689481663542,-0.00625330087806138,0.0290360513259845,-10778.2135864881
0.24191038555527,0.300118882795224,-0.0240067302698244,0.000116978747087199,0.0327936467830173,-0.00861625007129692,0.208407523339065,-0.372678191464683,0.127678734574555,-0.00626382639934465,0.0290489365169426,-10778.2135157927
0.241911022647895,0.300118969952361,-0.0240065131373287,0.000116979159035072,0.0327936621439739,-0.0086161904512478,0.208408141404561,-0.372676807414974,0.127678873529862,-0.00626382591488001,0.029048928479924,-10778.2135156408
